	C10_S10_bmtagger_1	C11_S11_bmtagger_1	D01_S13_bmtagger_1	D03_S15_bmtagger_1	D04_S16_bmtagger_1	D05_S17_bmtagger_1	D06_S18_bmtagger_1	D07_S19_bmtagger_1	F11_S47_bmtagger_1	GCF_000072485.1_ASM7248v1_genomic	GCF_002208885.1_ASM220888v1_genomic	GCF_900186865.1_49243_F02_genomic
g003692	1	1	1	1	0	1	1	1	0	1	1	0
g003693	1	1	1	1	0	0	1	1	1	1	0	0
g003694	1	1	1	0	0	0	0	1	1	1	1	0
g003695	1	1	1	1	1	1	1	1	1	1	1	1
g003696	1	1	1	1	1	1	1	1	1	1	1	1
g003697	1	1	1	1	1	1	1	1	1	1	1	1
g003698	0	1	1	1	1	1	1	1	1	1	0	1
g003699	0	0	0	0	0	0	0	0	0	1	0	0
g003700	1	1	1	1	1	1	1	1	1	1	1	1
g003701	0	0	0	0	0	0	0	0	0	1	1	0
g003702	1	1	1	1	1	1	1	1	1	1	1	1
g003703	0	0	1	1	1	1	1	1	1	1	0	0
g003704	1	1	1	1	1	1	1	1	1	1	1	1
g003705	1	1	1	1	1	1	1	1	1	1	1	1
g003706	1	1	1	1	1	1	1	1	1	1	1	1
g003707	1	1	1	1	1	1	1	1	1	1	1	1
g003708	1	1	1	1	1	1	1	1	1	1	1	1
g003709	1	1	1	1	1	1	1	1	1	1	1	1
g003710	1	1	1	1	0	1	1	0	1	1	1	1
g003711	1	1	1	1	1	1	1	1	1	1	1	1
g003712	1	0	0	0	1	1	0	1	1	1	0	0
g003713	0	0	0	0	0	0	0	0	0	1	0	0
g003714	1	1	1	1	1	1	1	1	1	1	0	1
g003715	0	1	1	1	1	0	1	1	1	1	0	1
g003716	0	1	1	1	1	1	1	1	1	1	1	0
g003717	1	0	1	1	1	1	1	1	1	1	1	1
g003718	0	0	0	0	0	0	0	0	0	1	0	0
g003719	0	1	1	1	1	1	1	1	1	1	1	0
g003720	1	1	0	1	0	1	1	1	1	1	0	1
g003721	1	1	1	1	1	1	1	1	1	1	1	1
g003722	0	1	1	1	1	1	1	1	1	1	0	1
g003723	1	1	1	1	1	1	1	1	1	1	1	0
g003724	0	0	0	0	0	0	0	0	0	1	0	0
g003725	1	1	1	1	1	1	1	1	1	1	1	1
g003726	1	1	1	1	0	1	1	1	1	1	0	1
g003727	1	1	1	1	1	1	1	1	1	1	1	1
g003728	1	1	1	1	1	1	1	1	1	1	1	1
g003729	1	1	0	0	0	0	0	0	0	1	0	0
g003730	1	1	1	1	1	1	1	1	1	1	1	1
g003731	1	1	1	1	1	1	1	1	1	1	1	1
g003732	0	0	1	1	1	1	1	1	0	1	1	0
g003733	1	1	0	1	1	0	1	0	1	1	1	1
g003734	1	1	1	1	1	1	1	1	1	1	1	1
g003735	1	0	1	1	1	1	1	1	0	1	0	0
g003736	0	1	1	1	0	1	0	0	1	1	0	0
g003737	1	1	1	1	1	1	1	1	1	1	1	0
g003738	1	0	1	1	1	1	1	1	1	1	1	0
g003739	1	1	1	1	1	1	1	1	1	1	1	0
g003740	1	1	1	1	1	1	1	1	1	1	1	0
g003741	1	1	1	1	1	1	1	1	1	1	1	1
g003742	0	0	0	0	0	0	0	0	0	1	0	0
g003743	1	1	1	1	1	1	1	0	1	1	1	0
g003744	0	0	1	1	1	1	1	1	0	1	1	1
g003745	1	1	1	1	1	1	1	1	1	1	1	1
g003746	1	1	1	1	1	1	1	0	1	1	0	1
g003747	1	1	1	1	0	1	1	1	1	1	1	1
g003748	1	1	1	1	1	1	1	1	1	1	1	1
g003749	0	0	1	0	0	0	0	0	0	1	0	0
g003750	1	1	0	0	0	0	0	0	1	1	0	0
g003751	0	1	1	1	1	1	1	1	1	1	1	1
g003752	0	0	0	0	0	0	0	0	0	1	0	0
g003753	0	0	0	0	0	0	0	0	0	1	0	0
g003754	1	1	1	1	1	1	1	1	1	1	1	0
g003755	1	1	1	1	1	1	1	1	1	1	1	0
g003756	1	1	1	1	1	1	1	1	1	1	1	1
g003757	1	1	1	1	1	1	1	1	1	1	1	1
g003758	1	1	0	1	1	1	1	1	1	1	1	1
g003759	1	0	1	1	1	1	1	1	1	1	1	1
g003760	1	1	1	1	1	1	1	1	1	1	1	1
g003761	1	1	1	1	1	1	1	0	1	1	1	1
g003762	0	0	0	0	0	0	0	0	0	1	0	0
g003763	0	0	0	0	0	0	0	0	0	1	0	0
g003764	0	0	0	0	0	0	0	0	0	1	0	0
g003765	0	0	0	0	0	0	0	0	0	1	0	0
g003766	0	0	0	0	0	0	0	0	0	1	0	0
g003767	0	0	0	0	0	0	0	0	0	1	0	0
g003768	0	0	0	0	0	0	0	0	0	1	0	0
g003769	0	0	0	0	0	0	0	0	0	1	0	0
g003770	0	0	0	0	0	0	0	0	0	1	0	0
g003771	0	0	0	0	0	0	0	0	0	1	0	0
g003772	0	0	0	0	0	0	0	0	0	1	0	0
g003773	0	0	0	0	0	0	0	0	0	1	0	0
g003774	0	0	0	0	0	0	0	0	0	1	0	0
g003775	0	0	0	0	0	0	0	0	0	1	0	0
g003776	0	0	0	0	0	0	0	0	0	1	0	0
g003777	0	0	0	0	0	0	0	0	0	1	0	0
g003778	0	0	0	0	0	0	0	0	0	1	0	0
g003779	0	0	0	0	0	0	0	0	0	1	0	0
g003780	0	0	0	0	0	0	0	0	0	1	0	0
g003781	0	0	0	0	0	0	0	0	0	1	0	0
g003782	0	0	0	0	0	0	0	0	0	1	0	0
g003783	0	0	0	0	0	0	0	0	0	1	0	0
g003784	0	0	0	0	0	0	0	0	0	1	0	0
g003785	0	0	0	0	0	0	0	0	0	1	0	0
g003786	0	0	0	0	0	0	0	0	0	1	0	0
g003787	0	0	0	0	0	0	0	0	0	1	0	0
g003788	0	0	0	0	0	0	0	0	0	1	0	0
g003789	0	0	0	0	0	0	0	0	0	1	0	0
g003790	0	0	0	0	0	0	0	0	0	1	0	0
g003791	0	0	0	0	0	0	0	0	0	1	0	0
g003792	0	0	0	0	0	0	0	0	0	1	0	0
g003793	0	0	0	0	0	0	0	0	0	1	0	0
g003794	0	0	0	0	0	0	0	0	0	1	0	0
g003795	0	0	0	0	0	0	0	0	0	1	0	0
g003796	0	0	0	0	0	0	0	0	0	1	0	0
g003797	0	0	0	0	0	0	0	0	0	1	0	0
g003798	0	0	0	0	0	0	0	0	0	1	0	0
g003799	0	0	0	0	0	0	0	0	0	1	0	0
g003800	0	0	0	0	0	0	0	0	0	1	0	0
g003801	0	0	0	0	0	0	0	0	0	1	0	0
g003802	0	0	0	0	0	0	0	0	0	1	0	0
g003803	0	0	0	0	0	0	0	0	0	1	0	0
g003804	0	0	0	0	0	0	0	0	0	1	0	0
g003805	0	0	0	0	0	0	0	0	0	1	0	0
g003806	0	0	0	0	0	0	0	0	0	1	0	0
g003807	0	0	0	0	0	0	0	0	0	1	0	0
g003808	0	0	0	0	0	0	0	0	0	1	0	0
g003809	1	1	1	1	1	1	1	1	1	1	1	0
g003810	1	1	1	1	1	1	1	1	1	1	1	0
g003811	1	1	1	1	1	1	1	1	1	1	1	1
g003812	0	1	1	1	1	1	1	1	1	1	1	1
g003813	0	0	1	1	1	1	1	1	0	1	1	0
g003814	0	0	0	0	0	0	0	0	0	1	0	0
g003815	0	0	0	0	0	0	0	0	0	1	0	0
g003816	0	1	1	1	1	1	1	1	1	1	1	0
g003817	1	1	1	1	1	1	1	1	1	1	1	1
g003818	1	1	1	1	1	1	1	1	1	1	1	1
g003819	0	1	1	1	0	1	1	1	1	1	1	1
g003820	1	1	1	1	1	1	1	1	1	1	1	1
g003821	1	1	1	1	1	1	1	1	1	1	1	1
g003822	0	0	0	0	0	0	0	0	1	1	0	0
g003823	0	0	0	0	0	0	0	1	0	1	0	0
g003824	0	0	0	0	0	0	0	0	0	1	0	0
g003825	0	0	0	0	0	0	0	0	0	1	0	0
g003826	0	0	0	0	0	0	0	0	0	1	0	0
g003827	0	0	0	0	0	0	0	0	0	1	0	0
g003828	0	0	0	0	0	0	0	0	0	1	0	0
g003829	0	0	0	0	0	0	0	0	0	1	0	0
g003830	1	0	0	0	0	0	0	0	0	1	0	0
g003831	1	1	1	1	1	1	1	1	1	1	1	1
g003832	0	0	0	0	0	0	0	1	0	1	0	1
g003833	1	1	1	1	1	1	1	1	1	1	1	1
g003834	0	0	0	0	0	0	0	0	0	1	0	0
g003835	0	1	0	0	0	0	0	0	1	1	0	0
g003836	1	1	1	1	1	1	1	1	1	1	0	1
g003837	1	1	1	1	1	1	1	1	1	1	1	1
g003838	1	1	1	1	1	1	1	1	1	1	0	1
g003839	1	0	1	1	1	0	0	1	1	1	0	0
g003840	1	1	1	1	1	1	1	0	1	1	0	0
g003841	1	1	1	1	1	1	1	1	1	1	1	1
g003842	0	0	0	0	0	0	0	0	0	1	0	0
g003843	1	1	1	1	1	1	1	1	1	1	1	1
g003844	0	1	1	1	1	1	1	1	1	1	1	0
g003845	0	0	0	0	0	0	0	0	1	1	0	1
g003846	0	1	1	1	1	1	1	0	1	1	1	1
g003847	0	1	1	1	1	1	1	1	1	1	1	1
g003848	1	1	1	1	1	1	1	1	1	1	1	1
g003849	1	1	1	1	1	1	0	1	1	1	0	1
g003850	0	1	1	1	1	1	1	1	1	1	1	1
g003851	1	1	1	0	0	0	0	0	1	1	0	0
g003852	1	1	1	1	1	1	1	1	1	1	1	1
g003853	1	1	0	0	0	0	0	0	1	1	1	1
g003854	1	0	1	1	1	1	1	1	1	1	1	1
g003855	1	1	1	1	1	1	1	1	1	1	1	1
g003856	1	1	1	1	1	1	1	1	1	1	1	1
g003857	0	0	0	0	0	0	0	0	0	1	0	0
g003858	0	0	0	0	0	0	0	0	0	1	0	0
g003859	1	1	1	1	1	1	1	1	1	1	1	1
g003860	1	1	1	1	1	1	1	1	1	1	1	1
g003861	0	0	0	0	0	0	0	0	0	1	0	0
g003862	1	1	1	1	1	1	1	1	1	1	1	1
g003863	1	1	1	1	1	1	1	1	1	1	1	1
g003864	0	1	1	1	1	1	1	1	1	1	1	1
g003865	0	0	0	0	0	0	0	0	0	1	0	0
g003866	0	0	0	0	0	0	0	0	0	1	0	0
g003867	1	1	1	1	1	1	1	1	1	1	1	0
g003868	1	1	1	1	1	1	1	1	1	1	1	1
g003869	1	1	1	1	1	1	1	1	1	1	1	1
g003870	1	1	1	1	1	1	1	1	1	1	1	1
g003871	1	1	1	1	1	1	1	1	1	1	1	1
g003872	1	1	1	1	1	1	1	1	1	1	1	1
g003873	0	0	0	0	0	0	0	0	0	1	0	0
g003874	1	1	1	1	1	1	1	1	1	1	1	1
g003875	0	0	0	0	0	0	0	0	0	1	0	0
g003876	1	1	1	1	1	1	1	1	1	1	1	1
g003877	1	1	1	1	1	1	1	1	1	1	1	1
g003878	1	1	1	1	1	1	1	1	1	1	1	1
g003879	0	0	0	0	0	0	0	0	0	1	0	0
g003880	0	0	0	0	0	0	0	0	0	1	0	0
g003881	0	0	0	0	0	0	0	0	0	1	0	0
g003882	0	0	1	0	0	1	0	0	0	1	0	1
g003883	0	0	0	0	0	0	0	0	0	1	0	0
g003884	1	1	1	1	1	1	1	0	1	1	1	1
g003885	1	1	1	1	1	1	1	1	1	1	1	1
g003886	0	1	1	1	1	1	1	1	1	1	1	1
g003887	1	1	0	0	1	1	0	0	1	1	0	1
g003888	1	0	0	0	0	0	0	0	1	1	1	0
g003889	1	0	0	0	1	1	1	0	0	1	0	0
g003890	1	1	1	1	1	1	1	1	1	1	1	1
g003891	1	1	1	1	1	1	1	1	1	1	1	1
g003892	1	1	1	1	1	1	1	1	1	1	1	1
g003893	1	0	1	1	0	1	1	0	0	1	0	0
g003894	1	0	1	1	1	1	1	1	0	1	0	0
g003895	1	1	1	1	1	1	1	1	1	1	1	1
g003896	0	0	0	0	1	0	0	0	0	1	0	0
g003897	1	1	1	1	1	1	1	1	1	1	1	1
g003898	0	1	1	1	1	1	1	1	1	1	1	1
g003899	1	1	1	1	1	1	1	1	1	1	1	1
g003900	1	1	1	1	1	1	1	1	1	1	1	1
g003901	1	1	1	1	1	1	1	1	1	1	1	1
g003902	1	1	1	1	1	1	1	1	1	1	1	1
g003903	0	0	0	1	1	1	1	0	1	1	1	1
g003904	0	0	0	1	0	1	1	1	0	1	0	0
g003905	1	1	1	1	1	1	1	0	1	1	1	1
g003906	0	0	1	1	1	1	1	1	0	1	0	0
g003907	0	1	1	1	1	1	1	1	1	1	1	1
g003908	1	1	1	1	1	1	1	1	1	1	1	1
g003909	1	1	1	1	1	1	1	0	1	1	1	1
g003910	1	0	1	1	1	1	1	1	0	1	0	1
g003911	1	1	1	1	1	1	1	1	1	1	1	1
g003912	1	1	0	1	1	1	1	1	1	1	1	1
g003913	1	1	0	0	0	0	0	0	1	1	0	0
g003914	0	1	1	1	1	1	1	1	1	1	1	1
g003915	0	1	1	1	1	1	1	1	1	1	1	1
g003916	1	1	0	1	1	1	1	0	1	1	0	1
g003917	1	1	1	1	1	1	1	1	1	1	1	1
g003918	1	1	1	1	1	1	1	1	1	1	1	1
g003919	0	1	0	1	0	0	1	0	1	1	1	0
g003920	1	1	1	1	1	1	1	1	1	1	1	1
g003921	1	1	1	1	0	1	1	1	1	1	0	1
g003922	0	0	0	0	0	0	0	0	0	1	0	0
g003923	0	0	0	0	0	0	0	0	0	1	0	0
g003924	0	0	0	0	0	0	0	0	0	1	0	0
g003925	0	0	0	0	0	0	0	0	0	1	0	0
g003926	0	0	0	0	0	0	0	0	0	1	0	0
g003927	0	0	0	0	0	0	0	0	0	1	0	0
g003928	0	0	0	0	0	0	0	0	0	1	0	0
g003929	1	0	0	1	0	0	0	1	1	1	0	0
g003930	1	1	1	1	1	1	1	1	1	1	0	1
g003931	0	1	1	1	1	1	1	0	1	1	0	0
g003932	1	1	1	1	1	1	1	1	1	1	0	0
g003933	1	1	1	1	1	1	1	1	1	1	1	1
g003934	1	1	1	0	1	1	1	0	1	1	0	0
g003935	1	1	1	1	1	1	1	1	1	1	1	1
g003936	1	1	0	1	1	1	0	1	1	1	0	1
g003937	1	1	1	1	1	1	0	1	1	1	1	1
g003938	1	1	1	1	1	1	1	1	1	1	1	1
g003939	1	1	1	1	1	1	1	1	1	1	1	1
g003940	1	0	0	1	0	0	1	0	1	1	1	1
g003941	1	1	1	1	1	1	1	1	1	1	1	1
g003942	1	1	1	1	1	1	1	1	1	1	1	1
g003943	1	1	1	1	1	1	1	1	1	1	1	1
g003944	0	1	1	1	1	1	1	1	1	1	1	1
g003945	1	1	1	1	1	1	1	1	1	1	1	1
g003946	1	1	1	1	1	1	1	1	1	1	1	1
g003947	1	1	1	1	1	1	1	1	1	1	1	1
g003948	0	0	1	1	1	1	1	1	1	1	1	1
g003949	0	1	1	1	1	1	1	1	1	1	1	1
g003950	0	1	1	1	1	1	1	1	1	1	1	1
g003951	1	1	1	1	1	1	1	1	1	1	1	1
g003952	1	1	0	1	1	1	1	1	1	1	1	1
g003953	1	1	1	1	1	1	1	1	1	1	1	1
g003954	1	1	1	1	1	1	1	1	1	1	0	1
g003955	1	1	1	1	1	1	1	1	1	1	1	1
g003956	1	1	1	1	1	1	1	1	1	1	1	1
g003957	0	0	0	0	0	0	0	0	0	1	0	0
g003958	1	1	1	1	1	1	1	1	1	1	1	1
g003959	1	1	1	1	1	1	1	1	1	1	0	1
g003960	1	1	1	1	1	1	1	0	1	1	1	1
g003961	1	1	1	1	0	1	1	1	1	1	1	1
g003962	1	1	1	1	1	1	1	1	1	1	1	1
g003963	0	0	1	1	1	1	1	1	0	1	0	1
g003964	1	1	1	1	1	1	1	1	1	1	0	1
g003965	1	1	1	1	1	1	1	1	1	1	1	1
g003966	1	0	0	0	1	0	0	1	1	1	0	0
g003967	1	1	1	1	1	1	1	0	1	1	1	0
g003968	0	0	0	0	0	0	0	0	0	1	0	1
g003969	0	1	1	1	1	1	0	0	1	1	1	1
g003970	1	1	1	0	1	1	1	0	1	1	0	0
g003971	1	1	1	1	1	1	1	1	1	1	1	0
g003972	1	1	1	1	1	1	1	1	1	1	1	0
g003973	0	1	1	1	1	1	1	1	1	1	1	0
g003974	0	0	0	0	0	0	0	0	0	1	0	0
g003975	1	1	1	1	1	1	1	0	1	1	1	1
g003976	1	1	1	1	1	1	1	0	1	1	1	1
g003977	1	1	1	1	1	1	1	0	1	1	1	1
g003978	1	1	1	1	1	0	1	1	1	1	0	0
g003979	1	1	1	1	1	1	1	1	1	1	1	1
g003980	0	0	0	1	1	0	1	0	1	1	1	0
g003981	1	1	1	1	1	1	1	1	1	1	1	1
g003982	1	1	1	1	1	1	1	1	1	1	1	1
g003983	0	0	0	0	0	0	0	0	0	1	0	0
g003984	1	1	0	0	0	0	0	0	1	1	0	0
g003985	0	0	0	0	0	0	0	0	0	1	0	0
g003986	0	0	0	0	0	0	0	0	0	1	0	0
g003987	0	0	0	0	0	0	0	0	0	1	0	0
g003988	1	1	1	1	1	1	1	1	1	1	1	1
g003989	1	1	1	1	1	1	1	1	1	1	1	1
g003990	0	0	0	0	0	0	0	0	0	1	0	0
g003991	0	0	0	0	0	0	0	0	0	1	0	0
g003992	0	0	0	0	0	0	0	0	0	1	0	0
g003993	0	0	0	0	0	0	0	0	0	1	0	0
g003994	0	0	0	0	0	0	0	0	0	1	0	0
g003995	0	0	0	0	0	0	0	0	0	1	0	0
g003996	0	0	0	0	0	0	0	0	0	1	0	0
g003997	0	0	0	0	0	0	0	0	0	1	0	0
g003998	0	0	0	0	0	0	0	0	0	1	0	0
g003999	0	0	0	0	0	0	0	0	0	1	0	0
g004000	0	0	0	0	0	0	0	0	0	1	0	0
g004001	0	0	0	0	0	0	0	0	0	1	0	0
g004002	0	0	0	0	0	0	0	0	0	1	0	0
g004003	0	0	0	0	0	0	0	0	0	1	0	0
g004004	0	0	0	0	0	0	0	0	0	1	0	0
g004005	0	0	0	0	0	0	0	0	0	1	0	0
g004006	0	0	0	0	0	0	0	0	0	1	0	0
g004007	0	0	0	0	0	0	0	0	0	1	0	0
g004008	0	0	0	0	0	0	0	0	0	1	0	0
g004009	0	0	0	0	0	0	0	0	0	1	0	0
g004010	0	0	0	0	0	0	0	0	0	1	0	0
g004011	0	0	0	0	0	0	0	0	0	1	0	0
g004012	0	0	0	0	0	0	0	0	0	1	0	0
g004013	0	0	0	0	0	0	0	0	0	1	0	0
g004014	0	0	0	0	0	0	0	0	0	1	0	0
g004015	0	0	0	0	0	0	0	0	0	1	0	0
g004016	0	0	0	0	0	0	0	0	0	1	0	0
g004017	0	0	0	0	0	0	0	0	0	1	0	0
g004018	0	0	0	0	0	0	0	0	0	1	0	0
g004019	0	0	0	0	0	0	0	0	0	1	0	0
g004020	0	0	0	0	0	0	0	0	0	1	0	0
g004021	0	0	0	0	0	0	0	0	0	1	0	0
g004022	0	0	0	0	0	0	0	0	0	1	0	0
g004023	0	0	0	0	0	0	0	0	0	1	0	0
g004024	0	0	0	0	0	0	0	0	0	1	0	0
g004025	0	0	0	0	0	0	0	0	0	1	0	0
g004026	0	0	0	0	0	0	0	0	0	1	0	0
g004027	0	0	0	0	0	0	0	0	0	1	0	0
g004028	0	0	0	0	0	0	0	0	0	1	0	0
g004029	0	0	0	0	0	0	0	0	0	1	0	0
g004030	0	0	0	0	0	0	0	0	0	1	0	0
g004031	0	0	0	0	0	0	0	0	0	1	0	0
g004032	0	0	0	0	0	0	0	0	0	1	0	0
g004033	0	0	0	0	0	0	0	0	0	1	0	0
g004034	0	0	0	0	0	0	0	0	0	1	0	0
g004035	0	0	0	0	0	0	0	0	0	1	0	0
g004036	0	0	0	0	0	0	0	0	0	1	0	0
g004037	0	0	0	0	0	0	0	0	0	1	0	0
g004038	0	0	0	0	0	0	0	0	0	1	0	0
g004039	0	0	0	0	0	0	0	0	0	1	0	0
g004040	0	0	0	0	0	0	0	0	0	1	0	0
g004041	0	0	0	0	0	0	0	0	0	1	0	0
g004042	0	0	0	0	0	0	0	0	0	1	0	0
g004043	0	0	0	0	0	0	0	0	0	1	0	0
g004044	0	0	0	0	0	0	0	0	0	1	0	0
g004045	0	0	0	0	0	0	0	0	0	1	0	0
g004046	0	0	0	0	0	0	0	0	0	1	0	0
g004047	0	0	0	0	0	0	0	0	0	1	0	0
g004048	0	0	0	0	0	0	0	0	0	1	0	0
g004049	0	0	0	0	0	0	0	0	0	1	0	0
g004050	0	0	0	0	0	0	0	0	0	1	0	0
g004051	0	0	0	0	0	0	0	0	0	1	0	0
g004052	0	0	0	0	0	0	0	0	0	1	0	0
g004053	0	0	0	0	0	0	0	0	0	1	0	0
g004054	0	0	0	0	0	0	0	0	0	1	0	0
g004055	0	0	0	0	0	0	0	0	0	1	0	0
g004056	0	0	0	0	0	0	0	0	0	1	0	0
g004057	0	0	0	0	0	0	0	0	0	1	0	0
g004058	0	0	0	0	0	0	0	0	0	1	0	0
g004059	0	0	0	0	0	0	0	0	0	1	0	0
g004060	0	0	0	0	0	0	0	0	0	1	0	0
g004061	0	0	0	0	0	0	0	0	0	1	0	0
g004062	0	0	0	0	0	0	0	0	0	1	0	0
g004063	0	0	0	0	0	0	0	0	0	1	0	0
g004064	0	0	0	0	0	0	0	0	0	1	0	0
g004065	0	0	0	0	0	0	0	0	0	1	0	0
g004066	0	0	0	0	0	0	0	0	0	1	0	0
g004067	0	0	0	0	0	0	0	0	0	1	0	0
g004068	0	0	0	0	0	0	0	0	0	1	0	0
g004069	0	0	0	0	0	0	0	0	0	1	0	0
g004070	0	0	0	0	0	0	0	0	0	1	0	0
g004071	0	0	0	0	0	0	0	0	0	1	0	0
g004072	0	0	0	0	0	0	0	0	0	1	0	0
g004073	0	0	0	0	0	0	0	0	0	1	0	0
g004074	0	0	0	0	0	0	0	0	0	1	0	0
g004075	0	0	0	0	0	0	0	0	0	1	1	0
g004076	0	0	0	0	0	0	0	0	0	1	0	0
g004077	0	0	0	0	0	0	0	0	0	1	0	0
g004078	0	0	0	0	0	0	0	0	0	1	0	0
g004079	0	0	0	0	0	0	0	0	0	1	0	0
g004080	0	0	0	0	0	0	0	0	0	1	0	0
g004081	0	0	0	0	0	0	0	0	0	1	0	0
g004082	0	0	0	0	0	0	0	0	0	1	0	0
g004083	0	0	0	0	0	0	0	0	0	1	0	0
g004084	0	0	0	0	0	0	0	0	0	1	0	0
g004085	0	0	0	0	0	0	0	0	0	1	0	0
g004086	0	0	0	0	0	0	0	0	0	1	0	0
g004087	0	0	0	0	0	0	0	0	0	1	0	0
g004088	0	0	0	0	0	0	0	0	0	1	0	0
g004089	0	0	0	0	0	0	0	0	0	1	0	0
g004090	0	0	0	0	0	0	0	0	0	1	0	0
g004091	0	0	0	0	0	0	0	0	0	1	0	0
g004092	0	0	0	0	0	0	0	0	0	1	0	0
g004093	0	0	0	0	0	0	0	0	0	1	0	0
g004094	0	0	0	0	0	0	0	0	0	1	0	0
g004095	0	0	0	0	0	0	0	0	0	1	0	0
g004096	0	0	0	0	0	0	0	0	0	1	0	0
g004097	0	0	0	0	0	0	0	0	0	1	0	0
g004098	0	0	0	0	0	0	0	0	0	1	0	0
g004099	0	0	0	0	0	0	0	0	0	1	1	0
g004100	0	0	0	0	0	0	0	0	0	1	1	0
g004101	0	0	0	0	0	0	0	0	0	1	0	0
g004102	0	0	0	0	0	0	0	0	0	1	1	0
g004103	0	0	0	0	0	0	0	0	0	1	1	0
g004104	0	0	0	0	0	0	0	0	0	1	0	0
g004105	0	0	0	0	0	0	0	0	0	1	1	0
g004106	0	0	0	0	0	0	0	0	0	1	1	0
g004107	0	0	0	0	0	0	0	0	0	1	1	0
g004108	0	0	0	0	0	0	0	0	0	1	1	0
g004109	0	0	0	0	0	0	0	0	0	1	0	0
g004110	0	0	0	0	0	0	0	0	0	1	1	0
g004111	0	0	0	0	0	0	0	0	0	1	0	0
g004112	0	0	0	0	0	0	0	0	0	1	0	0
g004113	0	0	0	0	0	0	0	0	0	1	0	0
g004114	0	0	0	0	0	0	0	0	0	1	1	0
g004115	0	0	0	0	0	0	0	0	0	1	0	0
g004116	0	0	0	0	0	0	0	0	0	1	0	0
g004117	0	0	0	0	0	0	0	0	0	1	0	0
g004118	0	0	0	0	0	0	0	0	0	1	1	0
g004119	0	0	0	0	0	0	0	0	0	1	0	0
g004120	0	0	0	0	0	0	0	0	0	1	0	0
g004121	0	0	0	0	0	0	0	0	0	1	1	0
g004122	0	0	0	0	0	0	0	0	0	1	0	0
g004123	0	0	0	0	0	0	0	0	0	1	0	0
g004124	1	1	1	1	1	1	1	1	1	1	1	1
g004125	0	0	1	1	1	1	1	1	1	1	1	0
g004126	1	1	1	1	1	1	1	1	1	1	1	1
g004127	1	1	1	1	1	1	1	1	1	1	1	1
g004128	0	1	1	0	0	0	0	1	1	1	0	0
g004129	0	1	1	1	1	1	1	1	1	1	1	1
g004130	1	1	1	1	0	1	1	0	1	1	1	1
g004131	1	1	1	1	1	1	1	1	1	1	1	1
g004132	1	1	1	1	1	1	1	1	1	1	0	1
g004133	1	1	1	1	1	1	1	1	1	1	1	1
g004134	1	1	1	0	1	1	0	0	1	1	0	1
g004135	0	0	0	0	0	0	0	0	0	1	0	0
g004136	1	1	1	1	1	1	1	1	0	1	1	0
g004137	0	1	1	0	0	0	0	0	1	1	0	1
g004138	0	1	1	1	1	1	1	1	1	1	1	1
g004139	1	1	1	1	0	1	1	1	1	1	1	1
g004140	0	1	1	1	1	0	1	1	0	1	1	0
g004141	1	1	1	1	1	1	1	1	1	1	1	1
g004142	0	0	0	0	0	0	0	0	0	1	0	0
g004143	0	0	0	0	0	0	0	0	0	1	0	0
g004144	0	0	0	0	0	0	0	0	0	1	0	0
g004145	0	0	0	0	0	0	0	0	0	1	0	0
g004146	0	0	0	0	0	0	0	0	0	1	0	0
g004147	1	0	0	0	0	0	0	0	0	1	0	0
g004148	0	0	0	0	0	0	0	0	0	1	0	0
g004149	0	0	0	0	0	0	0	0	0	1	0	0
g004150	0	0	0	0	0	0	0	0	0	1	0	0
g004151	0	0	0	0	0	0	0	0	0	1	0	0
g004152	0	0	0	0	0	0	0	0	0	1	0	0
g004153	0	0	0	0	0	0	0	0	0	1	0	0
g004154	0	0	0	0	0	0	0	0	0	1	0	0
g004155	0	1	1	1	1	1	1	1	0	1	0	0
g004156	0	1	1	1	1	1	1	1	0	1	0	0
g004157	1	1	1	1	1	1	1	1	1	1	0	1
g004158	0	1	1	1	1	1	1	1	1	1	1	1
g004159	1	1	1	1	1	1	1	1	1	1	1	1
g004160	1	0	0	0	0	0	0	1	0	1	0	0
g004161	0	0	0	0	0	0	0	0	0	1	0	0
g004162	0	0	0	1	1	1	1	1	0	1	0	0
g004163	0	0	0	0	0	0	0	0	0	1	0	0
g004164	1	1	1	1	1	1	1	1	1	1	0	1
g004165	0	0	0	0	0	0	0	0	0	1	0	0
g004166	0	0	0	0	1	0	0	0	0	1	0	0
g004167	0	1	0	1	1	1	1	1	1	1	1	0
g004168	1	1	1	1	1	1	1	0	0	1	1	1
g004169	1	1	1	1	1	1	1	1	1	1	1	1
g004170	1	1	1	1	1	1	1	1	1	1	1	1
g004171	0	0	1	0	1	1	0	1	0	1	0	1
g004172	1	1	1	1	1	1	1	1	1	1	1	1
g004173	0	0	1	1	0	0	1	1	0	1	0	0
g004174	1	1	1	1	1	1	1	1	1	1	1	1
g004175	1	1	1	1	1	1	1	1	1	1	1	1
g004176	1	1	1	1	1	1	1	1	1	1	1	1
g004177	1	0	0	0	0	1	0	0	0	1	0	0
g004178	1	1	1	1	1	1	1	1	1	1	1	1
g004179	1	1	1	1	1	1	1	1	1	1	1	1
g004180	1	1	1	1	1	1	1	1	1	1	0	0
g004181	0	1	1	1	0	1	0	1	1	1	1	1
g004182	1	1	1	1	1	1	1	1	1	1	1	1
g004183	1	1	1	1	1	1	1	1	1	1	1	1
g004184	1	1	1	1	1	1	1	1	1	1	1	1
