# Pathway	C011bmtagger1.fastq.noduplicatesAbundance	C022bmtagger1.fastq.noduplicatesAbundance	C033bmtagger1.fastq.noduplicatesAbundance	C044bmtagger1.fastq.noduplicatesAbundance	C055bmtagger1.fastq.noduplicatesAbundance	C066bmtagger1.fastq.noduplicatesAbundance	C077bmtagger1.fastq.noduplicatesAbundance	C088bmtagger1.fastq.noduplicatesAbundance	C099bmtagger1.fastq.noduplicatesAbundance	C1010bmtagger1.fastq.noduplicatesAbundance	C1111bmtagger1.fastq.noduplicatesAbundance	C1212bmtagger1.fastq.noduplicatesAbundance	D0113bmtagger1.fastq.noduplicatesAbundance	D0214bmtagger1.fastq.noduplicatesAbundance	D0315bmtagger1.fastq.noduplicatesAbundance	D0416bmtagger1.fastq.noduplicatesAbundance	D0517bmtagger1.fastq.noduplicatesAbundance	D0618bmtagger1.fastq.noduplicatesAbundance	D0719bmtagger1.fastq.noduplicatesAbundance	D0820bmtagger1.fastq.noduplicatesAbundance	D0921bmtagger1.fastq.noduplicatesAbundance	D1022bmtagger1.fastq.noduplicatesAbundance	D1123bmtagger1.fastq.noduplicatesAbundance	D1224bmtagger1.fastq.noduplicatesAbundance	E0125bmtagger1.fastq.noduplicatesAbundance	E0226bmtagger1.fastq.noduplicatesAbundance	E0327bmtagger1.fastq.noduplicatesAbundance	E0428bmtagger1.fastq.noduplicatesAbundance	E0529bmtagger1.fastq.noduplicatesAbundance	E0630bmtagger1.fastq.noduplicatesAbundance	E0731bmtagger1.fastq.noduplicatesAbundance	E0832bmtagger1.fastq.noduplicatesAbundance	E0933bmtagger1.fastq.noduplicatesAbundance	E1034bmtagger1.fastq.noduplicatesAbundance	E1135bmtagger1.fastq.noduplicatesAbundance	E1236bmtagger1.fastq.noduplicatesAbundance	F0137bmtagger1.fastq.noduplicatesAbundance	F0238bmtagger1.fastq.noduplicatesAbundance	F0339bmtagger1.fastq.noduplicatesAbundance	F0440bmtagger1.fastq.noduplicatesAbundance	F0541bmtagger1.fastq.noduplicatesAbundance	F0642bmtagger1.fastq.noduplicatesAbundance	F0743bmtagger1.fastq.noduplicatesAbundance	F0844bmtagger1.fastq.noduplicatesAbundance	F0945bmtagger1.fastq.noduplicatesAbundance	F1046bmtagger1.fastq.noduplicatesAbundance	F1147bmtagger1.fastq.noduplicatesAbundance	F1248bmtagger1.fastq.noduplicatesAbundance
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Neisseria.s__Neisseria_sicca	0	0	380.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3369.06	0	0	0	0	0	0	0	1818.9	0	0	0	564.539	0	0	0	0	199.475	0	0	0	0	0	217.53	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	373.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.959	0	0	0	5.43943	0	0	0	0	0	150.799	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Rothia.s__Rothia_aeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.108	0	0	0	21.0315	0	0	0	0	0	128.005	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	946.405	0	0	0	0	0	474.294	269.47	0	24819.4	19777.8	23158.4	22024	9515.12	12874.9	16974.3	55086.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20795.1	5349.64
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_australis	0	0	45.3523	0	0	0	0	0	0	260.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.689	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.155	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	906.654	0	0	0	0	0	0	0	0	211.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.084	0	0	0	817.751	0	0	689.304	0	300.505	1772.11	0	0	0	0	33.5766	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	3107.46	3431.38	2504.04	0	0	0	0	0	0	324.435	0	625.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127.46	0	769.558	1082.97	3454.09	177.629	0	987.41	0	0	2237.64	0	0	0	161.82	547.057	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	608.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.7805	0	0	0	0	68.9934	425.39	0	0	0	74.6701	90.4726	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_sanguinis	0	0	222.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2390.17	1316.78	0	0	34.5054	0	0	0	0	0	293.374	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	347.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Gemella.s__Gemella_haemolysans	1276.77	1432.04	438.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461.173	0	0	0	417.027	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Peptostreptococcus.s__Peptostreptococcus_stomatis	0	0	30.0997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Staphylococcus.s__Staphylococcus_aureus	6489.11	1794.26	0	3906.24	0	0	10520.8	18085.5	0	5235.67	23541	16171.2	0	0	0	0	5032.88	2615.08	0	0	0	0	1582.19	0	10510.9	24023.3	15678.1	0	0	0	0	3318.79	17947.3	0	0	0	10588.1	12383.2	22971.7	20259.3	127.386	8113.91	7053.76	15117.1	3538.57	4236.88	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Abiotrophia.s__Abiotrophia_defectiva	0	0	62.0561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.847	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414.521	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Actinomyces.s__Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18546	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Actinomyces.s__Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.416	0	0	0	4.82724	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74195	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alloprevotella.s__Alloprevotella_tannerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26939	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Capnocytophaga.s__Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.008	0	0	0	9.4247	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Cardiobacterium.s__Cardiobacterium_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Corynebacterium.s__Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9498	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	38.8565	0	0	0	0	0	0	306.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	73.7412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.51345	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gemella.s__Gemella_haemolysans	0	593.863	134.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466.717	0	0	0	230.234	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gemella.s__Gemella_sanguinis	0	0	102.554	0	0	0	0	0	0	827.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0153	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.87	0	0	0	43.6729	0	0	0	0	0	47.0592	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.757	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	4102.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7162.32	0	0	0	0	0	0	0	0	0	0	0	0	0	2569.5	2533.52	3086.79	4575.71	4076.84	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	25.2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.4836	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1379.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945.452	0	0	0	0	0	0	0	0	0	0	0	648.277	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.9178	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Kingella.s__Kingella_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.5666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7	0	0	0	0	0	0	0	0	0	210.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lautropia.s__Lautropia_mirabilis	0	0	48.2871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.5225	0	0	0	0	0	4395.01	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Moraxella.s__Moraxella_catarrhalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.842	0	0	3701.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_flavescens	0	521.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527.909	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3682.15	0	0	0	0	0	0	0	0	0	0	0	4.42434	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_sicca	0	0	450.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357.04	0	0	0	521.625	0	0	0	0	255.57	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	304.437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Neisseria.s__Neisseria_subflava	0	452.261	71.9666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.539	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.707	0	0	0	0	0	0	0	0	0	161.684	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Porphyromonas.s__Porphyromonas_catoniae	0	0	0	0	0	0	0	0	0	0	0	75.3746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279	0	0	186.426	0	0	0	0	0	0	3128.03	0	626.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.105	683.261	0	0	244.528	0	0	0	0	0	1139.03	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_intermedia	1219.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.921	0	206.761	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_loescheii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2533.43	644.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_melaninogenica	0	0	579.409	0	0	0	0	0	0	256.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29971.6	0	2066.79	0	0	0	0	0	0	0	0	25.6645	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_veroralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3089	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	287.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10536.6	753.115	0	0	0	3819.59	0	0	0	0	0	0	0	0	9476.45	0	353.36	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rothia.s__Rothia_aeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645.335	0	0	0	42.7131	0	0	0	0	0	62.4148	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33891	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rothia.s__Rothia_mucilaginosa	0	0	294.981	0	0	0	0	0	0	443.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1633.33	0	0	1205.55	0	0	633.906	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Solobacterium.s__Solobacterium_moorei	0	0	0	0	0	0	0	0	0	82.0198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.058	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Staphylococcus.s__Staphylococcus_aureus	4071.85	1085.81	0	2460.89	0	24412.9	0	19304.4	0	4657.93	22763.7	13805.7	0	0	0	0	3382.91	0	0	0	0	0	0	0	6717.08	10625	9264.42	0	0	0	0	3485.9	18106.7	0	0	0	5066.3	10167.4	21390.4	16005.5	107.482	6809.1	7546.14	5290.92	3445.34	2945.22	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	282847	0	0	0	0	425.277	211.332	0	21921.9	18254.5	22393.4	20726.3	8792.3	14533.7	25058.2	72104.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21339.7	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_australis	0	0	60.249	0	0	0	0	0	0	224.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.179	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6089	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_infantis	0	0	811.218	0	0	0	0	0	0	0	0	146.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749.499	0	0	0	0	0	219.752	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	2512.97	2622.32	1971.32	0	0	0	0	0	0	286.188	0	752.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739.643	0	703.596	991.213	2784.07	230.731	0	813.549	0	0	951.251	0	0	0	0	362.624	0	6869.21
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_parasanguinis	0	226.314	497.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.289	0	0	0	0	0	162.808	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840.042	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_sanguinis	0	0	87.7928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700.47	1111.02	0	0	21.6159	0	0	0	0	0	185.965	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.34739	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_atypica	0	0	139.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2248	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_dispar	0	0	188.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4094	0	0	0	0	75.3641	45.2628	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	86.9511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.562	0	0	0	16.3464	0	0	0	0	0	273.829	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Actinomyces.s__Actinomyces_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47731	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Actinomyces.s__Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36966	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Alloprevotella.s__Alloprevotella_tannerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33478	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bulleidia.s__Bulleidia_extructa	0	185.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Cardiobacterium.s__Cardiobacterium_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	42.4026	0	0	0	0	0	0	306.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.463	0	0	0	27.2105	0	0	0	0	0	40.8474	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	24.8421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.347	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	3329.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7018.03	0	0	0	0	0	0	0	0	0	0	0	0	0	2427.21	1816.42	3086.79	4155.87	3354.58	0	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	23.3503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5426	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3142	0	0	0	0	0	0	0	0	0	0	0	0	0
